order,wplocation,item,subtest,response,errorcode,potentiophone
66,NA,chandail,sw,S@de,vgr&com/rneg,0
66,NA,chandail,sw,S@dEj,sml,0
66,NA,chandail,sw,S@dEl,vgr,1
66,NA,chandail,sw,S@dlE,vlp,0
66,NA,chandail,sw,S@tal,cvoice/csub/cad&vgr/vom,1
66,NA,chandail,sw,Z@dol,cvoice&0,NA
67,NA,magner,sw,0,skip,NA
67,NA,magner,sw,m@ge,clp&sml,0
67,NA,magner,sw,m@Ne,cad/bod,0
67,NA,magner,sw,m@Ze,clp,1
67,NA,magner,sw,magn*r,sml,0
67,NA,magner,sw,magNe,gr,1
67,NA,magner,sw,maN*,vgr,1
67,NA,magner,sw,maNe,CR,NA
67,NA,magner,sw,manZe,clp,0
67,NA,magner,sw,maZ*ne,bvod,0
67,NA,magner,sw,maZe,adom,0
67,NA,magner,sw,meNe,bvsub,0
68,NA,mais,sw,0,skip,NA
68,NA,mais,sw,m5,cad,1
68,NA,mais,sw,mais,vgr&sml,1
68,NA,mais,sw,maj,cad,1
68,NA,mais,sw,me,CR,NA
68,NA,mais,sw,mE,CR,NA
68,NA,mais,sw,mEn,cad,1
69,NA,ruse,sw,0,skip,NA
69,NA,ruse,sw,rys,gemod,1
69,NA,ruse,sw,rys*,gemod,0
69,NA,ruse,sw,ryz,CR,NA
69,NA,ruse,sw,ryz*,CR,NA
69,NA,ruse,sw,ryze,vad,1
69,NA,ruse,sw,syr,clp,1
70,NA,rasé,sw,0,skip,NA
70,NA,rasé,sw,pase,csub&gemod,1
70,NA,rasé,sw,ras,gemod&vad/rneg,0
70,NA,rasé,sw,rase,gemod,0
70,NA,rasé,sw,raz,vad,1
70,NA,rasé,sw,raze,CR,NA
70,NA,rasé,sw,ryze,vad,0
71,NA,album,sw,0,skip,NA
71,NA,album,sw,abyze,com&cad&vad,1
71,NA,album,sw,alb1,sml/csub,0
71,NA,album,sw,alb5,vsub,0
71,NA,album,sw,albom,CR,NA
71,NA,album,sw,albym,sml,1
71,NA,album,sw,amyz,0,NA
71,NA,album,sw,kom,0,NA
72,NA,glisserai,sw,0,skip,NA
72,NA,glisserai,sw,glis*ra,mor/bvom,NA
72,NA,glisserai,sw,glis*rE,CR,NA
72,NA,glisserai,sw,glisasaseri,bvod,0
72,NA,glisserai,sw,glisE,mor/sylom/rneg,gemom
72,NA,glisserai,sw,glise,mor/rneg,1
72,NA,glisserai,sw,glisera,mor/bvom/rneg,1
72,NA,glisserai,sw,glisere,vgr,0
72,NA,glisserai,sw,gliz*rE,gemom,0
72,NA,glisserai,sw,glizrE,gemom,0
72,NA,glisserai,sw,Zi,adom/clom&rneg,0
72,NA,glisserai,sw,glEserE,vad/bvod,NA
72,NA,glisserai,sw,glisasere,bvod,NA
73,NA,qui,sw,0,skip,NA
73,NA,qui,sw,ki,CR,NA
74,NA,partons,sw,0,skip,NA
74,NA,partons,sw,pard§,cad/cvoice,1
74,NA,partons,sw,part@,bvsub/vad,1
74,NA,partons,sw,part§,CR,NA
74,NA,partons,sw,partu,sim/vad,1
74,NA,partons,sw,pat§,adom,0
74,NA,partons,sw,patr§,clp,1
75,NA,rebondirons,sw,0,skip,NA
75,NA,rebondirons,sw,r*b§di,rneg/mor/adom,1
75,NA,rebondirons,sw,r*b§dir,mor/rneg,1
75,NA,rebondirons,sw,r*b§dir§,CR,NA
75,NA,rebondirons,sw,r*b§dire,mor,1
75,NA,rebondirons,sw,r*b§dis§,sem/bvsub,1
75,NA,rebondirons,sw,r*b§dise,mor,1
75,NA,rebondirons,sw,r*b§disr§,cod,0
75,NA,rebondirons,sw,r*b§si§,bsub,0
75,NA,rebondirons,sw,r*b§dira,mor,NA
75,NA,rebondirons,sw,r*b§dis*m@,0,1
75,NA,rebondirons,sw,r@b§dir§,bvod,0
75,NA,rebondirons,sw,r@b§dis*r§,clp&bod,0
75,NA,rebondirons,sw,reb@dir§,vsub&vad,0
75,NA,rebondirons,sw,redute,sim&0,1
75,NA,rebondirons,sw,rep§dir§,sim,0
76,NA,librairie,sw,0,skip,0
76,NA,librairie,sw,l5brEri,cod,0
76,NA,librairie,sw,libEr*ri,vlp&vod,0
76,NA,librairie,sw,libErE,com&cod,1
76,NA,librairie,sw,libEri,bom/adom,0
76,NA,librairie,sw,liberi,bom/adom,0
76,NA,librairie,sw,libr,rneg,1
76,NA,librairie,sw,librari,bvom,0
76,NA,librairie,sw,librer,sem/rneg/bvom,1
76,NA,librairie,sw,librEr,rneg/mor/bvom,1
76,NA,librairie,sw,librEri,CR,NA
76,NA,librairie,sw,lit*rEr,sem,1
77,NA,voilent,sw,0,skip,NA
77,NA,voilent,sw,vijol@,vvlp,1
77,NA,voilent,sw,viol,vvlp,1
77,NA,voilent,sw,viol@,vvlp,1
77,NA,voilent,sw,vjol@,vlp,1
77,NA,voilent,sw,vjole,vvlp&vgr,0
77,NA,voilent,sw,vol,vom,1
77,NA,voilent,sw,vol*,vom,1
77,NA,voilent,sw,vol@,vom,1
77,NA,voilent,sw,vole,vom&mor,1
77,NA,voilent,sw,voli,vlp,0
77,NA,voilent,sw,vwa,com,1
77,NA,voilent,sw,vwaj,sml,0
77,NA,voilent,sw,vwal,CR,NA
77,NA,voilent,sw,vwal@,sml,0
77,NA,voilent,sw,vwale,mor,1
77,NA,voilent,sw,vwali@,bvod&sml,0
77,NA,voilent,sw,vwalj@,bvod&sml,0
77,NA,voilent,sw,vwalj5,bvsub&sml,0
78,NA,roue,sw,0,skip,NA
78,NA,roue,sw,ku,csub/cad,1
78,NA,roue,sw,ro,vom,1
78,NA,roue,sw,ru,CR,NA
78,NA,roue,sw,rus,cad,1
78,NA,roue,sw,ruZ,cod,1
79,NA,case,sw,0,skip,NA
79,NA,case,sw,ka,rneg/com,0
79,NA,case,sw,kas,gemod,1
79,NA,case,sw,kas*,gemod,1
79,NA,case,sw,kase,gemod&vsub,1
79,NA,case,sw,kaz,CR,NA
79,NA,case,sw,kEs,vad&gemod,1
79,NA,case,sw,koz,vad/vsub,1
79,NA,case,sw,kras,cad,NA
80,NA,prie,sw,0,skip,NA
80,NA,prie,sw,bri,cvoice&sim,1
80,NA,prie,sw,pir,vlp,1
80,NA,prie,sw,pir*,vlp,1
80,NA,prie,sw,pri,CR,NA
80,NA,prie,sw,prie,vsub/cod,1
81,NA,mois,sw,0,skip,NA
81,NA,mois,sw,mw5,cad,1
81,NA,mois,sw,mwa,CR,NA
82,NA,dans,sw,0,skip,NA
82,NA,dans,sw,d@,CR,NA
83,NA,coule,sw,0,skip,NA
83,NA,coule,sw,klu,vlp,1
83,NA,coule,sw,ku,rneg,1
83,NA,coule,sw,kul,CR,NA
83,NA,coule,sw,kul*,CR,NA
83,NA,coule,sw,kul*r,bvod&cod,1
83,NA,coule,sw,kurl,cod,0
83,NA,coule,sw,pul,cad,1
84,NA,poêle,sw,0,skip,NA
84,NA,poêle,sw,peEl,vsub,0
84,NA,poêle,sw,pEl,vom,1
84,NA,poêle,sw,pel*,advom,1
84,NA,poêle,sw,poEj,gemod,NA
84,NA,poêle,sw,poEl,sml,0
84,NA,poêle,sw,poElEt,mor,0
84,NA,poêle,sw,poEm,csub,1
84,NA,poêle,sw,pol,vom,1
84,NA,poêle,sw,pwal,CR,NA
84,NA,poêle,sw,pwal*,CR,NA
84,NA,poêle,sw,pwale,sem,1
84,NA,poêle,sw,pwEl,sml,0
84,NA,poêle,sw,pwElE,bvod,0
85,NA,saule,sw,0,skip,NA
85,NA,saule,sw,s*l,vad,0
85,NA,saule,sw,sal,advom,1
85,NA,saule,sw,sofl,cod,0
85,NA,saule,sw,sol,CR,NA
85,NA,saule,sw,sol*,CR,NA
85,NA,saule,sw,sul,vad,1
85,NA,saule,sw,sule,vad&vsub/cod,1
86,NA,œil,sw,0,skip,NA
86,NA,œil,sw,*j,CR,NA
86,NA,œil,sw,9j,CR,NA
86,NA,œil,sw,9jl,CR,0
86,NA,œil,sw,o*j,vgr,NA
87,NA,tant,sw,0,skip,NA
87,NA,tant,sw,s@,cad,1
87,NA,tant,sw,t@,CR,NA
87,NA,tant,sw,t@k,csub,1
87,NA,tant,sw,t@t,sml,1
87,NA,tant,sw,t5,vad/vsub,1
88,NA,clamer,sw,0,skip,NA
88,NA,clamer,sw,kalm*,vlp&cod/mor,1
88,NA,clamer,sw,kalme,vlp,1
88,NA,clamer,sw,klam,mor/rneg,1
88,NA,clamer,sw,klame,CR,NA
88,NA,clamer,sw,klamEr,vgr,1
88,NA,clamer,sw,klane,csub/cad,0
88,NA,clamer,sw,klas,O,1
88,NA,clamer,sw,klEme,vad/vsub,0
89,NA,pensant,sw,p@,sylom,1
89,NA,pensant,sw,p@d@,csub,1
89,NA,pensant,sw,p@s,mor/rneg,1
89,NA,pensant,sw,p@s@,CR,NA
89,NA,pensant,sw,p@sa,bom/mor,1
89,NA,pensant,sw,p@se,mor,1
89,NA,pensant,sw,p@z@,sml,0
89,NA,pensant,sw,pas@,bom,1
90,NA,finie,sw,0,skip,NA
90,NA,finie,sw,fin,vom/mor,1
90,NA,finie,sw,fini,CR,NA
90,NA,finie,sw,finir,cad/mor,1
91,NA,poison,sw,0,skip,NA
91,NA,poison,sw,bwas§,cad&gemod,1
91,NA,poison,sw,pwas§,gemod,1
91,NA,poison,sw,pwaz§,CR,NA
92,NA,mairie,sw,0,skip,NA
92,NA,mairie,sw,mari,vlp/bvod,1
92,NA,mairie,sw,marie,bvom&bod,1
92,NA,mairie,sw,mEr,bvom/mor,1
92,NA,mairie,sw,mEri,CR,NA
92,NA,mairie,sw,mErie,sem,1
92,NA,mairie,sw,mErir,bod/cad,0
93,NA,boulangerie,sw,0,skip,NA
93,NA,boulangerie,sw,bul@g*ri,sml,0
93,NA,boulangerie,sw,bul@ge,sml,0
93,NA,boulangerie,sw,bul@geri,sml,0
93,NA,boulangerie,sw,bul@Z*ri,CR,NA
93,NA,boulangerie,sw,bul@Ze,mor/rneg,1
93,NA,boulangerie,sw,bul@ZEr,mor/vom,1
93,NA,boulangerie,sw,bul@Zeri,sml,0
93,NA,boulangerie,sw,bul@Zie,bvsub&vlp,0
94,Na,cousin,sw,0,skip,NA
94,NA,cousin,sw,k8izinie,0,1
94,NA,cousin,sw,kiz@,vlp&vom&vgr,0
94,NA,cousin,sw,kuizin,vom&bvod,1
94,NA,cousin,sw,kurse,cad&vad,1
94,NA,cousin,sw,kus5,gemod,1
94,NA,cousin,sw,kuz5,CR,NA
94,NA,cousin,sw,kuzin,vgr/mor,1
95,NA,boulette,sw,0,skip,NA
95,NA,boulette,sw,buEt,adom,0
95,NA,boulette,sw,bul*r,cad,NA
95,NA,boulette,sw,bul*t,vgr,0
95,NA,boulette,sw,bule,rneg,1
95,NA,boulette,sw,bulEt,CR,NA
95,NA,boulette,sw,buS*ri,mor,1
96,NA,revolver,sw,0,skip,NA
96,NA,revolver,sw,r*s*ve,0,NA
96,NA,revolver,sw,r*vole,bom&sml,0
96,NA,revolver,sw,r*volEl,sml&bom&bsub,0
96,NA,revolver,sw,r*volte,cad,1
96,NA,revolver,sw,r*volve,sml,0
96,NA,revolver,sw,r*volvEr,sml,0
96,NA,revolver,sw,r*volvre,bod,0
96,NA,revolver,sw,r*vwale,vad,0
96,NA,revolver,sw,renolve,cad,0
96,NA,revolver,sw,revole,bom,0
96,NA,revolver,sw,revolEt,advod,0
96,NA,revolver,sw,revolve,sml,0
96,NA,revolver,sw,revolvEr,CR,NA
96,NA,revolver,sw,truv*re,0,0
97,NA,grade,sw,0,skip,NA
97,NA,grade,sw,gar,vlp&com,1
97,NA,grade,sw,garad,bvod,0
97,NA,grade,sw,gard,vlp,1
97,NA,grade,sw,garde,vlp&cad,1
97,NA,grade,sw,gr@,cad&sml,1
97,NA,grade,sw,gr@d,cad,1
97,NA,grade,sw,grad,CR,NA
97,NA,grade,sw,grad*,CR,NA
97,NA,grade,sw,grade,mor/cad,1
97,NA,grade,sw,grat,cad/cvoice,1
97,NA,grade,sw,grEd,vod,0
97,NA,grade,sw,grEv,vod&cad,1
97,NA,grade,sw,r@de,adom/lneg&vad&cad,1
98,NA,gens,sw,0,skip,NA
98,NA,gens,sw,g@,sml,1
98,NA,gens,sw,gr@,cad,1
98,NA,gens,sw,o@,vad,NA
98,NA,gens,sw,s@,csub,1
98,NA,gens,sw,Z@,CR,NA
98,NA,gens,sw,Z@r,cad,1
99,NA,porche,sw,0,skip,NA
99,NA,porche,sw,@S*,adod,0
99,NA,porche,sw,porS,CR,NA
99,NA,porche,sw,poS,clom,1
99,NA,porche,sw,prEt*,0,1
99,NA,porche,sw,proS,vlp,1
100,NA,encore,sw,0,skip,NA
100,NA,encore,sw,@kor,CR,NA
100,NA,encore,sw,@krwa,vlp&vod,0
101,NA,les,sw,0,skip,NA
101,NA,les,sw,le,CR,NA
102,NA,sept,sw,0,skip,NA
102,NA,sept,sw,s*p,sml,0
102,NA,sept,sw,sEpt,sml,0
102,NA,sept,sw,sEt,CR,NA
102,NA,sept,sw,stor,0,1
103,NA,patrie,sw,0,skip,0
103,NA,patrie,sw,0,skip,NA
103,NA,patrie,sw,par,com&vom,1
103,NA,patrie,sw,parti,clp,1
103,NA,patrie,sw,partir,clp&bod,1
103,NA,patrie,sw,pati,com,1
103,NA,patrie,sw,patri,CR,NA
103,NA,patrie,sw,patrie,cod/bod,0
103,NA,patrie,sw,pirat,vlp&clp,1
103,NA,patrie,sw,prEri,cad&vad,1
104,NA,présent,sw,0,skip,NA
104,NA,présent,sw,pre,sylom/rneg,1
104,NA,présent,sw,pres@,sml,1
104,NA,présent,sw,prez@,CR,NA
104,NA,présent,sw,prez@t,sml,1
104,NA,présent,sw,prez§,vsub,0
104,NA,présent,sw,prezid@,0,1
104,NA,présent,sw,tarez@,0,NA
105,NA,six,sw,0,skip,NA
105,NA,six,sw,sEt,sem,1
105,NA,six,sw,si,sml,1
105,NA,six,sw,siEn,advod,NA
105,NA,six,sw,siks,sml,0
105,NA,six,sw,sis,CR,NA
106,NA,teint,sw,t*n5,bvod,NA
106,NA,teint,sw,ti5,vlp,1
106,NA,teint,sw,0,skip,NA
106,NA,teint,sw,pr5,cad,0
106,NA,teint,sw,s5k,0,NA
106,NA,teint,sw,si5,cad&clp,0
106,NA,teint,sw,t*ni,vlp,0
106,NA,teint,sw,t*ni@,0,0
106,NA,teint,sw,t@,vgr,1
106,NA,teint,sw,t@t,vgr&sml,1
106,NA,teint,sw,t5,CR,NA
106,NA,teint,sw,t5N,cod,0
106,NA,teint,sw,t5t,sml,1
106,NA,teint,sw,te5,vgr,0
106,NA,teint,sw,ti@,vvlp,0
106,NA,teint,sw,tj5,vlp,1
107,NA,cirer,sw,0,skip,0
107,NA,cirer,sw,0,skip,NA
107,NA,cirer,sw,klire,cod,0
107,NA,cirer,sw,kri,vlp&adom,1
107,NA,cirer,sw,krie,vlp,1
107,NA,cirer,sw,krije,vlp,1
107,NA,cirer,sw,sir,bom/mor,1
107,NA,cirer,sw,sire,CR,NA
107,NA,cirer,sw,sirsi,0,0
107,NA,cirer,sw,trije,cad&vlp,1
108,NA,trier,sw,0,skip,NA
108,NA,trier,sw,pri,csub&com,1
108,NA,trier,sw,prie,csub,1
108,NA,trier,sw,sire,cad&vad/vlp,1
108,NA,trier,sw,tir,vlp&com/bom,1
108,NA,trier,sw,tire,vlp,1
108,NA,trier,sw,tirje,bvod,0
108,NA,trier,sw,tise,com&cod,1
108,NA,trier,sw,tri,adom/mor/rneg,1
108,NA,trier,sw,trie,CR,NA
108,NA,trier,sw,trise,cod,0
108,NA,trier,sw,trist,bod&cod,1
108,NA,trier,sw,tye,?,NA
109,NA,asie,sw,0,skip,NA
109,NA,asie,sw,asi,gemod,1
109,NA,asie,sw,asie,gemod&cad,NA
109,NA,asie,sw,azi,CR,NA
110,NA,cale,sw,0,skip,0
110,NA,cale,sw,kal,CR,NA
110,NA,cale,sw,kal*,CR,NA
110,NA,cale,sw,kale,cad/mor,1
110,NA,cale,sw,klal,bod,0
111,NA,pipe,sw,0,skip,0
111,NA,pipe,sw,0,skip,NA
111,NA,pipe,sw,pik,cad,1
111,NA,pipe,sw,pip,CR,NA
111,NA,pipe,sw,pip*,CR,NA
111,NA,pipe,sw,pipEt,mor,NA
111,NA,pipe,sw,pir,bsub,1
112,NA,cinquante,sw,0,skip,NA
112,NA,cinquante,sw,k5k@t,sml,0
112,NA,cinquante,sw,kar@t,sem,1
112,NA,cinquante,sw,kik@t*,sml&bom,0
112,NA,cinquante,sw,s5k,sem/rneg,1
112,NA,cinquante,sw,s5k@t,CR,NA
112,NA,cinquante,sw,s5k@t*,CR,NA
112,NA,cinquante,sw,swas@t,sem,1
113,NA,ose,sw,0,skip,NA
113,NA,ose,sw,0,skip,NA
113,NA,ose,sw,os,gemod,1
113,NA,ose,sw,os*,gemod,0
113,NA,ose,sw,ose,gemod&vad,0
113,NA,ose,sw,oz,CR,NA
113,NA,ose,sw,oz*,CR,NA
113,NA,ose,sw,oze,adod/mor,1
114,NA,emmener,sw,0,skip,NA
114,NA,emmener,sw,*m*ne,vgr,0
114,NA,emmener,sw,*m@ne,sml,0
114,NA,emmener,sw,*m@se,vgr&cad,0
114,NA,emmener,sw,@m*ne,CR,NA
114,NA,emmener,sw,@m@ne,sml,0
114,NA,emmener,sw,@mEn,mor,0
114,NA,emmener,sw,@mere,bsub,0
114,NA,emmener,sw,am*ne,vsub,0
114,NA,emmener,sw,em*n,sml&com,0
114,NA,emmener,sw,em*ne,vgr,0
114,NA,emmener,sw,em5ne,sml&vad,0
114,NA,emmener,sw,emane,vgr,0
114,NA,emmener,sw,Eme,com&vom,1
114,NA,emmener,sw,emEne,vgr,0
114,NA,emmener,sw,EmEr,com&vom,0
115,NA,écrire,sw,0,skip,NA
115,NA,écrire,sw,ekri,bom,1
115,NA,écrire,sw,ekrie,vlpe,1
115,NA,écrire,sw,ekrir,CR,NA
115,NA,écrire,sw,ekriv*,mor,1
115,NA,écrire,sw,etri,cad&bom,0
115,NA,écrire,sw,krie,vom/lneg&vlpe,1
116,NA,portrait,sw,0,skip,NA
116,NA,portrait,sw,partr@,vad&cad,0
116,NA,portrait,sw,port,rneg/sylom,1
116,NA,portrait,sw,portE,bom,1
116,NA,portrait,sw,porte,bom,1
116,NA,portrait,sw,portEr,vlp,0
116,NA,portrait,sw,portre,CR,NA
116,NA,portrait,sw,portrE,CR,NA
117,NA,ration,sw,0,skip,NA
117,NA,ration,sw,rasio,com/rneg,1
117,NA,ration,sw,rasj§,CR,NA
117,NA,ration,sw,rat@,vom&bvsub,0
117,NA,ration,sw,rat§,vom/adom,1
117,NA,ration,sw,rati§,sml,0
117,NA,ration,sw,ratj§,sml,0
117,NA,ration,sw,ratsj§,sml,0
117,NA,ration,sw,razion,csub,0
117,NA,ration,sw,rEtj§,vlp,0
117,NA,ration,sw,rEz§,clp&csub,1
117,NA,ration,sw,rotasj§,vlp&bod,0
117,NA,ration,sw,tratj§,bod,0
118,NA,savant,sw,0,skip,NA
118,NA,savant,sw,saj@,0,1
118,NA,savant,sw,salv@,cod,1
118,NA,savant,sw,sav@,CR,NA
118,NA,savant,sw,sov@,vsub/vad,0
118,NA,savant,sw,sovat,vad/vsub&com,0
118,NA,savant,sw,vav§,bsub&vad,0
119,NA,écho,sw,0,skip,NA
119,NA,écho,sw,eko,CR,NA
119,NA,écho,sw,eSo,sml,0
119,NA,écho,sw,eSok,bod,0
119,NA,écho,sw,eSu,sml&vod,0
120,NA,aisance,sw,0,skip,NA
120,NA,aisance,sw,ajz@s,sim,0
120,NA,aisance,sw,anis@,bod&com,0
120,NA,aisance,sw,ars§,cad&vom&vsub&com,0
120,NA,aisance,sw,as@,vom&com,0
120,NA,aisance,sw,as@s,sml&vgr/vom,0
120,NA,aisance,sw,as@t,vom&sml&cad,0
120,NA,aisance,sw,asis,vlp&com&vom,0
120,NA,aisance,sw,asis@s,bod,0
120,NA,aisance,sw,asist@s,bod&cod,1
120,NA,aisance,sw,asiz,bod&com&vod,1
120,NA,aisance,sw,asj@s,0,0
120,NA,aisance,sw,az@s,vgr,0
120,NA,aisance,sw,Es@,com,1
120,NA,aisance,sw,Es@s,gemod,1
120,NA,aisance,sw,es@s,gemod,1
120,NA,aisance,sw,es@s*,gemod,1
120,NA,aisance,sw,esas*,sml&com,0
120,NA,aisance,sw,Ez@s,CR,NA
120,NA,aisance,sw,s@s,lneg/vom,1
121,NA,crie,sw,0,skip,NA
121,NA,crie,sw,kri,CR,NA
121,NA,crie,sw,krie,mor/vsub,1
121,NA,crie,sw,krije,mor/vsub,1
121,NA,crie,sw,krir*,bod,0
121,NA,crie,sw,rir,clom&bod,1
121,NA,crie,sw,sir,vlp,1
122,NA,brise,sw,0,skip,NA
122,NA,brise,sw,braj,vod&csub,1
122,NA,brise,sw,bri,com,1
122,NA,brise,sw,brij,com,1
122,NA,brise,sw,bris,sml,0
122,NA,brise,sw,bris*,sml/cad,0
122,NA,brise,sw,briz,CR,NA
122,NA,brise,sw,briz*,CR,NA
122,NA,brise,sw,brize,vsub,1
122,NA,brise,sw,brwa,vad,0
122,NA,brise,sw,pEr,0,NA
122,NA,brise,sw,priz,cvoice/sim,1
123,NA,trois,sw,0,skip,NA
123,NA,trois,sw,trwa,CR,NA
124,NA,repartira,sw,0,skip,NA
124,NA,repartira,sw,r*partEr,bvsub&bvom,NA
124,NA,repartira,sw,r*parti,sylom/mor/rneg,1
124,NA,repartira,sw,r*partir,bvom/mor/rneg,1
124,NA,repartira,sw,r*partira,CR,NA
124,NA,repartira,sw,r*partire,vsub/mor,1
124,NA,repartira,sw,r*patira,bom,0
124,NA,repartira,sw,r@partir,cod&bvom,0
124,NA,repartira,sw,rapartira,bvsub,0
124,NA,repartira,sw,repartir,vsub&bvom,1
124,NA,repartira,sw,repartira,vsub,1
124,NA,repartira,sw,ripira,bvsub&sylom,0
125,NA,bon,sw,0,skip,NA
125,NA,bon,sw,b§,CR,NA
125,NA,bon,sw,d§,sim,1
126,NA,ces,sw,0,skip,NA
126,NA,ces,sw,s*,sml,1
126,NA,ces,sw,se,CR,NA
126,NA,ces,sw,sep,cad,0
126,NA,ces,sw,sEr,cod,1
126,NA,ces,sw,sEs,sml,1
127,NA,ail,sw,0,skip,NA
127,NA,ail,sw,ail,sml,0
127,NA,ail,sw,aj,CR,NA
127,NA,ail,sw,ajl,vgr,0
127,NA,ail,sw,al,vom,0
127,NA,ail,sw,ale,vlp&vsub,0
127,NA,ail,sw,ali,vlpe,0
127,NA,ail,sw,e,vgr,1
127,NA,ail,sw,El,vgr,1
127,NA,ail,sw,il,lneg/vom,1
127,NA,ail,sw,lEr,vlp&cad,0
128,NA,délivrer,sw,0,skip,NA
